OrderedDict([('run_time', 407.2235951423645), ('rx_bytes', 11576672814), ('tx_bytes', 11094856990), ('read_bytes', 43667439616), ('write_bytes', 1331363840), ('map_tasks', 162), ('reduce_tasks', 2)])
job_1475292224374_0006 1803108 1756938 1 1
job_1475292224374_0004 224849949 6871844 7 0
job_1475292224374_0002 15206654825 66584461 51 0
job_1475292224374_0001 7607695644 33559290 26 0
job_1475292224374_0003 20137315315 124611113 75 0
job_1475292224374_0005 6896171 1797898 2 1
job_1475292224374_0005 -> job_1475292224374_0006
1475292333350 TASK_STARTED MAP
1475292333350 TASK_STARTED MAP
1475292333351 TASK_STARTED MAP
1475292333355 TASK_STARTED MAP
1475292333355 TASK_STARTED MAP
1475292333355 TASK_STARTED MAP
1475292333356 TASK_STARTED MAP
1475292333356 TASK_STARTED MAP
1475292333356 TASK_STARTED MAP
1475292333360 TASK_STARTED MAP
1475292333360 TASK_STARTED MAP
1475292333360 TASK_STARTED MAP
1475292333361 TASK_STARTED MAP
1475292333361 TASK_STARTED MAP
1475292333361 TASK_STARTED MAP
1475292333362 TASK_STARTED MAP
1475292333362 TASK_STARTED MAP
1475292333362 TASK_STARTED MAP
1475292333362 TASK_STARTED MAP
1475292333363 TASK_STARTED MAP
1475292333363 TASK_STARTED MAP
1475292333363 TASK_STARTED MAP
1475292333364 TASK_STARTED MAP
1475292333364 TASK_STARTED MAP
1475292333364 TASK_STARTED MAP
1475292333364 TASK_STARTED MAP
1475292333365 TASK_STARTED MAP
1475292333365 TASK_STARTED MAP
1475292333365 TASK_STARTED MAP
1475292333366 TASK_STARTED MAP
1475292333366 TASK_STARTED MAP
1475292333366 TASK_STARTED MAP
1475292333366 TASK_STARTED MAP
1475292333367 TASK_STARTED MAP
1475292333367 TASK_STARTED MAP
1475292333367 TASK_STARTED MAP
1475292333368 TASK_STARTED MAP
1475292333368 TASK_STARTED MAP
1475292333368 TASK_STARTED MAP
1475292364692 TASK_FINISHED MAP
1475292365164 TASK_FINISHED MAP
1475292365783 TASK_FINISHED MAP
1475292367032 TASK_FINISHED MAP
1475292367508 TASK_FINISHED MAP
1475292367804 TASK_FINISHED MAP
1475292368797 TASK_FINISHED MAP
1475292369174 TASK_FINISHED MAP
1475292369416 TASK_FINISHED MAP
1475292370353 TASK_FINISHED MAP
1475292370803 TASK_FINISHED MAP
1475292371080 TASK_FINISHED MAP
1475292371358 TASK_FINISHED MAP
1475292371370 TASK_FINISHED MAP
1475292374331 TASK_FINISHED MAP
1475292374605 TASK_FINISHED MAP
1475292385990 TASK_FINISHED MAP
1475292387973 TASK_FINISHED MAP
1475292390001 TASK_FINISHED MAP
1475292390816 TASK_FINISHED MAP
1475292392187 TASK_FINISHED MAP
1475292392465 TASK_FINISHED MAP
1475292392707 TASK_FINISHED MAP
1475292392933 TASK_FINISHED MAP
1475292396127 TASK_FINISHED MAP
1475292398417 TASK_FINISHED MAP
1475292400096 TASK_FINISHED MAP
1475292401116 TASK_FINISHED MAP
1475292402172 TASK_FINISHED MAP
1475292402217 TASK_FINISHED MAP
1475292403929 TASK_FINISHED MAP
1475292404639 TASK_FINISHED MAP
1475292406432 TASK_FINISHED MAP
1475292407568 TASK_FINISHED MAP
1475292408907 TASK_FINISHED MAP
1475292409939 TASK_FINISHED MAP
1475292410933 TASK_FINISHED MAP
1475292411623 TASK_FINISHED MAP
1475292412296 TASK_FINISHED MAP
1475292413586 TASK_FINISHED MAP
1475292415357 TASK_FINISHED MAP
1475292423408 TASK_FINISHED MAP
1475292424699 TASK_FINISHED MAP
1475292424795 TASK_FINISHED MAP
1475292426030 TASK_FINISHED MAP
1475292426566 TASK_FINISHED MAP
1475292426784 TASK_FINISHED MAP
1475292428665 TASK_FINISHED MAP
1475292429522 TASK_FINISHED MAP
1475292430154 TASK_FINISHED MAP
1475292430963 TASK_FINISHED MAP
1475292437742 TASK_STARTED MAP
1475292437747 TASK_STARTED MAP
1475292437747 TASK_STARTED MAP
1475292437748 TASK_STARTED MAP
1475292437748 TASK_STARTED MAP
1475292437748 TASK_STARTED MAP
1475292437749 TASK_STARTED MAP
1475292437749 TASK_STARTED MAP
1475292437749 TASK_STARTED MAP
1475292437750 TASK_STARTED MAP
1475292437750 TASK_STARTED MAP
1475292437750 TASK_STARTED MAP
1475292437751 TASK_STARTED MAP
1475292437751 TASK_STARTED MAP
1475292437752 TASK_STARTED MAP
1475292437752 TASK_STARTED MAP
1475292437753 TASK_STARTED MAP
1475292437753 TASK_STARTED MAP
1475292437753 TASK_STARTED MAP
1475292437754 TASK_STARTED MAP
1475292437754 TASK_STARTED MAP
1475292437754 TASK_STARTED MAP
1475292437755 TASK_STARTED MAP
1475292437756 TASK_STARTED MAP
1475292437756 TASK_STARTED MAP
1475292437756 TASK_STARTED MAP
1475292437757 TASK_STARTED MAP
1475292437757 TASK_STARTED MAP
1475292437757 TASK_STARTED MAP
1475292437758 TASK_STARTED MAP
1475292437758 TASK_STARTED MAP
1475292437758 TASK_STARTED MAP
1475292437759 TASK_STARTED MAP
1475292437759 TASK_STARTED MAP
1475292437759 TASK_STARTED MAP
1475292437760 TASK_STARTED MAP
1475292437760 TASK_STARTED MAP
1475292437760 TASK_STARTED MAP
1475292437762 TASK_STARTED MAP
1475292437762 TASK_STARTED MAP
1475292437762 TASK_STARTED MAP
1475292437762 TASK_STARTED MAP
1475292437763 TASK_STARTED MAP
1475292437763 TASK_STARTED MAP
1475292437763 TASK_STARTED MAP
1475292437764 TASK_STARTED MAP
1475292437764 TASK_STARTED MAP
1475292437764 TASK_STARTED MAP
1475292437765 TASK_STARTED MAP
1475292437765 TASK_STARTED MAP
1475292437765 TASK_STARTED MAP
1475292437765 TASK_STARTED MAP
1475292437766 TASK_STARTED MAP
1475292437766 TASK_STARTED MAP
1475292437766 TASK_STARTED MAP
1475292437767 TASK_STARTED MAP
1475292437767 TASK_STARTED MAP
1475292437767 TASK_STARTED MAP
1475292437767 TASK_STARTED MAP
1475292437768 TASK_STARTED MAP
1475292437768 TASK_STARTED MAP
1475292437768 TASK_STARTED MAP
1475292437769 TASK_STARTED MAP
1475292437769 TASK_STARTED MAP
1475292437769 TASK_STARTED MAP
1475292437769 TASK_STARTED MAP
1475292437770 TASK_STARTED MAP
1475292437770 TASK_STARTED MAP
1475292437770 TASK_STARTED MAP
1475292437771 TASK_STARTED MAP
1475292437771 TASK_STARTED MAP
1475292437772 TASK_STARTED MAP
1475292437772 TASK_STARTED MAP
1475292437772 TASK_STARTED MAP
1475292437772 TASK_STARTED MAP
1475292465083 TASK_FINISHED MAP
1475292465279 TASK_FINISHED MAP
1475292465415 TASK_FINISHED MAP
1475292466082 TASK_FINISHED MAP
1475292466085 TASK_FINISHED MAP
1475292466156 TASK_FINISHED MAP
1475292466180 TASK_FINISHED MAP
1475292466776 TASK_FINISHED MAP
1475292466842 TASK_FINISHED MAP
1475292466922 TASK_FINISHED MAP
1475292469761 TASK_FINISHED MAP
1475292470403 TASK_FINISHED MAP
1475292470493 TASK_FINISHED MAP
1475292470539 TASK_FINISHED MAP
1475292470543 TASK_FINISHED MAP
1475292470945 TASK_FINISHED MAP
1475292487324 TASK_FINISHED MAP
1475292488822 TASK_FINISHED MAP
1475292490138 TASK_FINISHED MAP
1475292491460 TASK_FINISHED MAP
1475292492330 TASK_FINISHED MAP
1475292492353 TASK_FINISHED MAP
1475292492928 TASK_FINISHED MAP
1475292493410 TASK_FINISHED MAP
1475292493427 TASK_FINISHED MAP
1475292494389 TASK_FINISHED MAP
1475292494971 TASK_FINISHED MAP
1475292494991 TASK_FINISHED MAP
1475292496036 TASK_FINISHED MAP
1475292496758 TASK_FINISHED MAP
1475292496785 TASK_FINISHED MAP
1475292498249 TASK_FINISHED MAP
1475292508393 TASK_FINISHED MAP
1475292508880 TASK_FINISHED MAP
1475292509897 TASK_FINISHED MAP
1475292512012 TASK_FINISHED MAP
1475292512447 TASK_FINISHED MAP
1475292512612 TASK_FINISHED MAP
1475292514410 TASK_FINISHED MAP
1475292515832 TASK_FINISHED MAP
1475292516360 TASK_FINISHED MAP
1475292518158 TASK_FINISHED MAP
1475292522018 TASK_FINISHED MAP
1475292525509 TASK_FINISHED MAP
1475292525814 TASK_FINISHED MAP
1475292529104 TASK_FINISHED MAP
1475292529735 TASK_FINISHED MAP
1475292530650 TASK_FINISHED MAP
1475292531764 TASK_FINISHED MAP
1475292531783 TASK_FINISHED MAP
1475292531998 TASK_FINISHED MAP
1475292533879 TASK_FINISHED MAP
1475292534136 TASK_FINISHED MAP
1475292534973 TASK_FINISHED MAP
1475292535512 TASK_FINISHED MAP
1475292537762 TASK_FINISHED MAP
1475292538658 TASK_FINISHED MAP
1475292540573 TASK_FINISHED MAP
1475292541495 TASK_FINISHED MAP
1475292543073 TASK_FINISHED MAP
1475292544246 TASK_FINISHED MAP
1475292546081 TASK_FINISHED MAP
1475292553515 TASK_FINISHED MAP
1475292553611 TASK_FINISHED MAP
1475292557442 TASK_FINISHED MAP
1475292557445 TASK_FINISHED MAP
1475292557669 TASK_FINISHED MAP
1475292558474 TASK_FINISHED MAP
1475292561213 TASK_FINISHED MAP
1475292561848 TASK_FINISHED MAP
1475292563808 TASK_FINISHED MAP
1475292564638 TASK_FINISHED MAP
1475292565005 TASK_FINISHED MAP
1475292566027 TASK_FINISHED MAP
1475292567033 TASK_FINISHED MAP
1475292581100 TASK_STARTED MAP
1475292581106 TASK_STARTED MAP
1475292581107 TASK_STARTED MAP
1475292581107 TASK_STARTED MAP
1475292581108 TASK_STARTED MAP
1475292581108 TASK_STARTED MAP
1475292581108 TASK_STARTED MAP
1475292589570 TASK_FINISHED MAP
1475292589891 TASK_FINISHED MAP
1475292591422 TASK_FINISHED MAP
1475292591516 TASK_FINISHED MAP
1475292591821 TASK_FINISHED MAP
1475292594684 TASK_FINISHED MAP
1475292595720 TASK_FINISHED MAP
1475292607790 TASK_STARTED MAP
1475292607795 TASK_STARTED MAP
1475292607796 TASK_STARTED REDUCE
1475292614868 TASK_FINISHED MAP
1475292614957 TASK_FINISHED MAP
1475292621340 TASK_FINISHED REDUCE
1475292627803 TASK_STARTED MAP
1475292627810 TASK_STARTED REDUCE
1475292633842 TASK_FINISHED MAP
1475292640261 TASK_FINISHED REDUCE

--------------------------------------------------
