0,26
26,24
27,22
35,20
36,19
37,18
38,16
39,13
40,12
41,10
46,9
55,8
56,6
57,1
60,0
73,7
82,6
85,4
88,2
89,0
97,3
104,1
110,0
117,2
123,1
130,0
136,2
143,1
150,0
