0,0,1
1,0,4
2,0,4
3,0,4
4,0,4
5,0,4
6,0,4
7,0,8
8,0,8
9,0,12
10,2,14
11,2,14
12,2,14
13,2,14
14,2,14
15,2,14
16,2,14
17,2,14
18,2,14
19,2,14
20,1,14
21,0,14
22,0,15
23,0,16
24,0,16
25,0,16
26,0,16
27,0,15
28,0,14
29,0,14
30,0,7
31,0,5
32,0,7
33,0,12
34,0,15
35,0,15
36,0,16
37,0,16
38,0,16
39,0,14
40,0,15
41,0,14
42,0,15
43,0,10
44,0,9
45,0,11
46,0,11
47,0,11
48,0,12
49,0,12
50,0,13
51,0,14
52,0,16
53,0,13
54,0,12
55,0,11
56,0,9
57,0,9
58,0,7
59,0,6
60,0,2
61,0,2
62,0,1
63,0,0
